CELL	chrom	start	end	CN states
leaf7	chr_1	173000000	174000000	1,1
leaf8	chr_1	173000000	174000000	1,1
leaf9	chr_1	173000000	174000000	1,1
leaf10	chr_1	173000000	174000000	1,1
leaf1	chr_1	174000000	175000000	1,1
leaf2	chr_1	174000000	175000000	1,1
leaf3	chr_1	174000000	175000000	1,1
leaf4	chr_1	174000000	175000000	1,1
leaf5	chr_1	174000000	175000000	1,1
leaf6	chr_1	174000000	175000000	1,1
leaf7	chr_1	174000000	175000000	1,1
leaf8	chr_1	174000000	175000000	1,1
leaf9	chr_1	174000000	175000000	1,1
leaf10	chr_1	174000000	175000000	1,1
leaf1	chr_1	175000000	176000000	1,1
leaf2	chr_1	175000000	176000000	1,1
leaf3	chr_1	175000000	176000000	1,1
leaf4	chr_1	175000000	176000000	1,1
leaf5	chr_1	175000000	176000000	1,1
leaf6	chr_1	175000000	176000000	1,1
leaf7	chr_1	175000000	176000000	1,1
leaf8	chr_1	175000000	176000000	1,1
leaf9	chr_1	175000000	176000000	1,1
leaf10	chr_1	175000000	176000000	1,1
leaf1	chr_1	176000000	177000000	1,1
leaf2	chr_1	176000000	177000000	1,1
leaf3	chr_1	176000000	177000000	1,1
leaf4	chr_1	176000000	177000000	1,1
leaf5	chr_1	176000000	177000000	1,1
leaf6	chr_1	176000000	177000000	1,1
leaf7	chr_1	176000000	177000000	1,1
leaf8	chr_1	176000000	177000000	1,1
leaf9	chr_1	176000000	177000000	1,1
leaf10	chr_1	176000000	177000000	1,1
leaf1	chr_1	177000000	178000000	1,1
leaf2	chr_1	177000000	178000000	1,1
leaf3	chr_1	177000000	178000000	1,1
leaf4	chr_1	177000000	178000000	1,1
leaf5	chr_1	177000000	178000000	1,1
leaf6	chr_1	177000000	178000000	1,1
leaf7	chr_1	177000000	178000000	1,1
leaf8	chr_1	177000000	178000000	1,1
leaf9	chr_1	177000000	178000000	1,1
leaf10	chr_1	177000000	178000000	1,1
leaf1	chr_1	178000000	179000000	1,1
leaf2	chr_1	178000000	179000000	1,1
leaf3	chr_1	178000000	179000000	1,1
leaf4	chr_1	178000000	179000000	1,1
leaf5	chr_1	178000000	179000000	1,1
leaf6	chr_1	178000000	179000000	1,1
leaf7	chr_1	178000000	179000000	1,1
leaf8	chr_1	178000000	179000000	1,1
leaf9	chr_1	178000000	179000000	1,1
leaf10	chr_1	178000000	179000000	1,1
leaf1	chr_1	179000000	180000000	1,1
leaf2	chr_1	179000000	180000000	1,1
leaf3	chr_1	179000000	180000000	1,1
leaf4	chr_1	179000000	180000000	1,1
leaf5	chr_1	179000000	180000000	1,1
leaf6	chr_1	179000000	180000000	1,1
leaf7	chr_1	179000000	180000000	1,1
leaf8	chr_1	179000000	180000000	1,1
leaf9	chr_1	179000000	180000000	1,1
leaf10	chr_1	179000000	180000000	1,1
leaf1	chr_1	180000000	181000000	1,1
leaf2	chr_1	180000000	181000000	1,1
leaf3	chr_1	180000000	181000000	1,1
leaf4	chr_1	180000000	181000000	1,1
leaf5	chr_1	180000000	181000000	1,1
leaf6	chr_1	180000000	181000000	1,1
leaf7	chr_1	180000000	181000000	1,1
leaf8	chr_1	180000000	181000000	1,1
leaf9	chr_1	180000000	181000000	1,1
leaf10	chr_1	180000000	181000000	1,1
leaf1	chr_1	181000000	182000000	1,1
leaf2	chr_1	181000000	182000000	1,1
leaf3	chr_1	181000000	182000000	1,1
leaf4	chr_1	181000000	182000000	1,1
leaf5	chr_1	181000000	182000000	1,1
leaf6	chr_1	181000000	182000000	1,1
leaf7	chr_1	181000000	182000000	1,1
leaf8	chr_1	181000000	182000000	1,1
leaf9	chr_1	181000000	182000000	1,1
leaf10	chr_1	181000000	182000000	1,1
leaf1	chr_1	182000000	183000000	1,1
leaf2	chr_1	182000000	183000000	1,1
leaf3	chr_1	182000000	183000000	1,1
leaf4	chr_1	182000000	183000000	1,1
leaf5	chr_1	182000000	183000000	1,1
leaf6	chr_1	182000000	183000000	1,1
leaf7	chr_1	182000000	183000000	1,1
leaf8	chr_1	182000000	183000000	1,1
leaf9	chr_1	182000000	183000000	1,1
leaf10	chr_1	182000000	183000000	1,1
leaf1	chr_1	183000000	184000000	1,1
leaf2	chr_1	183000000	184000000	1,1
leaf3	chr_1	183000000	184000000	1,1
leaf4	chr_1	183000000	184000000	1,1
leaf5	chr_1	183000000	184000000	1,1
leaf6	chr_1	183000000	184000000	1,1
leaf7	chr_1	183000000	184000000	1,1
leaf8	chr_1	183000000	184000000	1,1
leaf9	chr_1	183000000	184000000	1,1
leaf10	chr_1	183000000	184000000	1,1
leaf1	chr_1	184000000	185000000	1,1
leaf2	chr_1	184000000	185000000	1,1
leaf3	chr_1	184000000	185000000	1,1
leaf4	chr_1	184000000	185000000	1,1
leaf5	chr_1	184000000	185000000	1,1
leaf6	chr_1	184000000	185000000	1,1
leaf7	chr_1	184000000	185000000	1,1
leaf8	chr_1	184000000	185000000	1,1
leaf9	chr_1	184000000	185000000	1,1
leaf10	chr_1	184000000	185000000	1,1
leaf1	chr_1	185000000	186000000	1,1
leaf2	chr_1	185000000	186000000	1,1
leaf3	chr_1	185000000	186000000	1,1
leaf4	chr_1	185000000	186000000	1,1
leaf5	chr_1	185000000	186000000	1,1
leaf6	chr_1	185000000	186000000	1,1
leaf7	chr_1	185000000	186000000	1,1
leaf8	chr_1	185000000	186000000	1,1
leaf9	chr_1	185000000	186000000	1,1
leaf10	chr_1	185000000	186000000	1,1
leaf1	chr_1	186000000	187000000	1,1
leaf2	chr_1	186000000	187000000	1,1
leaf3	chr_1	186000000	187000000	1,1
leaf4	chr_1	186000000	187000000	1,1
leaf5	chr_1	186000000	187000000	1,1
leaf6	chr_1	186000000	187000000	1,1
leaf7	chr_1	186000000	187000000	1,1
leaf8	chr_1	186000000	187000000	1,1
leaf9	chr_1	186000000	187000000	1,1
leaf10	chr_1	186000000	187000000	1,1
leaf1	chr_1	187000000	188000000	1,1
leaf2	chr_1	187000000	188000000	1,1
leaf3	chr_1	187000000	188000000	1,1
leaf4	chr_1	187000000	188000000	1,1
leaf5	chr_1	187000000	188000000	1,1
leaf6	chr_1	187000000	188000000	1,1
leaf7	chr_1	187000000	188000000	1,1
leaf8	chr_1	187000000	188000000	1,1
leaf9	chr_1	187000000	188000000	1,1
leaf10	chr_1	187000000	188000000	1,1
leaf1	chr_1	188000000	189000000	1,1
leaf2	chr_1	188000000	189000000	1,1
leaf3	chr_1	188000000	189000000	1,1
leaf4	chr_1	188000000	189000000	1,1
leaf5	chr_1	188000000	189000000	1,1
leaf6	chr_1	188000000	189000000	1,1
leaf7	chr_1	188000000	189000000	1,1
leaf8	chr_1	188000000	189000000	1,1
leaf9	chr_1	188000000	189000000	1,1
leaf10	chr_1	188000000	189000000	1,1
leaf1	chr_1	189000000	190000000	1,1
leaf2	chr_1	189000000	190000000	1,1
leaf3	chr_1	189000000	190000000	1,1
leaf4	chr_1	189000000	190000000	1,1
leaf5	chr_1	189000000	190000000	1,1
leaf6	chr_1	189000000	190000000	1,1
leaf7	chr_1	189000000	190000000	1,1
leaf8	chr_1	189000000	190000000	1,1
leaf9	chr_1	189000000	190000000	1,1
leaf10	chr_1	189000000	190000000	1,1
leaf1	chr_1	190000000	191000000	1,1
leaf2	chr_1	190000000	191000000	1,1
leaf3	chr_1	190000000	191000000	1,1
leaf4	chr_1	190000000	191000000	1,1
leaf5	chr_1	190000000	191000000	1,1
leaf6	chr_1	190000000	191000000	1,1
leaf7	chr_1	190000000	191000000	1,1
leaf8	chr_1	190000000	191000000	1,1
leaf9	chr_1	190000000	191000000	1,1
leaf10	chr_1	190000000	191000000	1,1
leaf1	chr_1	191000000	192000000	1,1
leaf2	chr_1	191000000	192000000	1,1
leaf3	chr_1	191000000	192000000	1,1
leaf4	chr_1	191000000	192000000	1,1
leaf5	chr_1	191000000	192000000	1,1
leaf6	chr_1	191000000	192000000	1,1
leaf7	chr_1	191000000	192000000	1,1
leaf8	chr_1	191000000	192000000	1,1
leaf9	chr_1	191000000	192000000	1,1
leaf10	chr_1	191000000	192000000	1,1
leaf1	chr_1	192000000	193000000	1,1
leaf2	chr_1	192000000	193000000	1,1
leaf3	chr_1	192000000	193000000	1,1
leaf4	chr_1	192000000	193000000	1,1
leaf5	chr_1	192000000	193000000	1,1
leaf6	chr_1	192000000	193000000	1,1
leaf7	chr_1	192000000	193000000	1,1
leaf8	chr_1	192000000	193000000	1,1
leaf9	chr_1	192000000	193000000	1,1
leaf10	chr_1	192000000	193000000	1,1
leaf1	chr_1	193000000	194000000	1,1
leaf2	chr_1	193000000	194000000	1,1
leaf3	chr_1	193000000	194000000	1,1
leaf4	chr_1	193000000	194000000	1,1
leaf5	chr_1	193000000	194000000	1,1
leaf6	chr_1	193000000	194000000	1,1
leaf7	chr_1	193000000	194000000	1,1
leaf8	chr_1	193000000	194000000	1,1
leaf9	chr_1	193000000	194000000	1,1
leaf10	chr_1	193000000	194000000	1,1
leaf1	chr_1	194000000	195000000	1,1
leaf2	chr_1	194000000	195000000	1,1
leaf3	chr_1	194000000	195000000	1,1
leaf4	chr_1	194000000	195000000	1,1
leaf5	chr_1	194000000	195000000	1,1
leaf6	chr_1	194000000	195000000	1,1
leaf7	chr_1	194000000	195000000	1,1
leaf8	chr_1	194000000	195000000	1,1
leaf9	chr_1	194000000	195000000	1,1
leaf10	chr_1	194000000	195000000	1,1
leaf1	chr_1	195000000	196000000	1,1
leaf2	chr_1	195000000	196000000	1,1
leaf3	chr_1	195000000	196000000	1,1
leaf4	chr_1	195000000	196000000	1,1
leaf5	chr_1	195000000	196000000	1,1
leaf6	chr_1	195000000	196000000	1,1
leaf7	chr_1	195000000	196000000	1,1
leaf8	chr_1	195000000	196000000	1,1
leaf9	chr_1	195000000	196000000	1,1
leaf10	chr_1	195000000	196000000	1,1
leaf1	chr_1	196000000	197000000	1,1
leaf2	chr_1	196000000	197000000	1,1
leaf3	chr_1	196000000	197000000	1,1
leaf4	chr_1	196000000	197000000	1,1
leaf5	chr_1	196000000	197000000	1,1
leaf6	chr_1	196000000	197000000	1,1
leaf7	chr_1	196000000	197000000	1,1
leaf8	chr_1	196000000	197000000	1,1
leaf9	chr_1	196000000	197000000	1,1
leaf10	chr_1	196000000	197000000	1,1
leaf1	chr_1	197000000	198000000	1,1
leaf2	chr_1	197000000	198000000	1,1
leaf3	chr_1	197000000	198000000	1,1
leaf4	chr_1	197000000	198000000	1,1
leaf5	chr_1	197000000	198000000	1,1
leaf6	chr_1	197000000	198000000	1,1
leaf7	chr_1	197000000	198000000	1,1
leaf8	chr_1	197000000	198000000	1,1
leaf9	chr_1	197000000	198000000	1,1
leaf10	chr_1	197000000	198000000	1,1
leaf1	chr_1	198000000	199000000	1,1
leaf2	chr_1	198000000	199000000	1,1
leaf3	chr_1	198000000	199000000	1,1
leaf4	chr_1	198000000	199000000	1,1
leaf5	chr_1	198000000	199000000	1,1
leaf6	chr_1	198000000	199000000	1,1
leaf7	chr_1	198000000	199000000	1,1
leaf8	chr_1	198000000	199000000	1,1
leaf9	chr_1	198000000	199000000	1,1
leaf10	chr_1	198000000	199000000	1,1
leaf1	chr_1	199000000	200000000	1,1
leaf2	chr_1	199000000	200000000	1,1
leaf3	chr_1	199000000	200000000	1,1
leaf4	chr_1	199000000	200000000	1,1
leaf5	chr_1	199000000	200000000	1,1
leaf6	chr_1	199000000	200000000	1,1
leaf7	chr_1	199000000	200000000	1,1
leaf8	chr_1	199000000	200000000	1,1
leaf9	chr_1	199000000	200000000	1,1
leaf10	chr_1	199000000	200000000	1,1
leaf1	chr_1	200000000	201000000	1,1
leaf2	chr_1	200000000	201000000	1,1
leaf3	chr_1	200000000	201000000	1,1
leaf4	chr_1	200000000	201000000	1,1
leaf5	chr_1	200000000	201000000	1,1
leaf6	chr_1	200000000	201000000	1,1
leaf7	chr_1	200000000	201000000	1,1
leaf8	chr_1	200000000	201000000	1,1
leaf9	chr_1	200000000	201000000	1,1
leaf10	chr_1	200000000	201000000	1,1
leaf1	chr_1	201000000	202000000	1,1
leaf2	chr_1	201000000	202000000	1,1
leaf3	chr_1	201000000	202000000	1,1
leaf4	chr_1	201000000	202000000	1,1
leaf5	chr_1	201000000	202000000	1,1
leaf6	chr_1	201000000	202000000	1,1
leaf7	chr_1	201000000	202000000	1,1
leaf8	chr_1	201000000	202000000	1,1
leaf9	chr_1	201000000	202000000	1,1
leaf10	chr_1	201000000	202000000	1,1
leaf1	chr_1	202000000	203000000	1,1
leaf2	chr_1	202000000	203000000	1,1
leaf3	chr_1	202000000	203000000	1,1
leaf4	chr_1	202000000	203000000	1,1
leaf5	chr_1	202000000	203000000	1,1
leaf6	chr_1	202000000	203000000	1,1
leaf7	chr_1	202000000	203000000	1,1
leaf8	chr_1	202000000	203000000	1,1
leaf9	chr_1	202000000	203000000	1,1
leaf10	chr_1	202000000	203000000	1,1
leaf1	chr_1	203000000	204000000	1,1
leaf2	chr_1	203000000	204000000	1,1
leaf3	chr_1	203000000	204000000	1,1
leaf4	chr_1	203000000	204000000	1,1
leaf5	chr_1	203000000	204000000	1,1
leaf6	chr_1	203000000	204000000	1,1
leaf7	chr_1	203000000	204000000	1,1
leaf8	chr_1	203000000	204000000	1,1
leaf9	chr_1	203000000	204000000	1,1
leaf10	chr_1	203000000	204000000	1,1
leaf1	chr_1	204000000	205000000	1,1
leaf2	chr_1	204000000	205000000	1,1
leaf3	chr_1	204000000	205000000	1,1
leaf4	chr_1	204000000	205000000	1,1
leaf5	chr_1	204000000	205000000	1,1
leaf6	chr_1	204000000	205000000	1,1
leaf7	chr_1	204000000	205000000	1,1
leaf8	chr_1	204000000	205000000	1,1
leaf9	chr_1	204000000	205000000	1,1
leaf10	chr_1	204000000	205000000	1,1
leaf1	chr_1	205000000	206000000	1,1
leaf2	chr_1	205000000	206000000	1,1
leaf3	chr_1	205000000	206000000	1,1
leaf4	chr_1	205000000	206000000	1,1
leaf5	chr_1	205000000	206000000	1,1
leaf6	chr_1	205000000	206000000	1,1
leaf7	chr_1	205000000	206000000	1,1
leaf8	chr_1	205000000	206000000	1,1
leaf9	chr_1	205000000	206000000	1,1
leaf10	chr_1	205000000	206000000	1,1
leaf1	chr_1	206000000	207000000	1,1
leaf2	chr_1	206000000	207000000	1,1
leaf3	chr_1	206000000	207000000	1,1
leaf4	chr_1	206000000	207000000	1,1
leaf5	chr_1	206000000	207000000	1,1
leaf6	chr_1	206000000	207000000	1,1
leaf7	chr_1	206000000	207000000	1,1
leaf8	chr_1	206000000	207000000	1,1
leaf9	chr_1	206000000	207000000	1,1
leaf10	chr_1	206000000	207000000	1,1
leaf1	chr_1	207000000	208000000	1,1
leaf2	chr_1	207000000	208000000	1,1
leaf3	chr_1	207000000	208000000	1,1
leaf4	chr_1	207000000	208000000	1,1
leaf5	chr_1	207000000	208000000	1,1
leaf6	chr_1	207000000	208000000	1,1
leaf7	chr_1	207000000	208000000	1,1
leaf8	chr_1	207000000	208000000	1,1
leaf9	chr_1	207000000	208000000	1,1
leaf10	chr_1	207000000	208000000	1,1
leaf1	chr_1	208000000	209000000	1,1
leaf2	chr_1	208000000	209000000	1,1
leaf3	chr_1	208000000	209000000	1,1
leaf4	chr_1	208000000	209000000	1,1
leaf5	chr_1	208000000	209000000	1,1
leaf6	chr_1	208000000	209000000	1,1
leaf7	chr_1	208000000	209000000	1,1
leaf8	chr_1	208000000	209000000	1,1
leaf9	chr_1	208000000	209000000	1,1
leaf10	chr_1	208000000	209000000	1,1
leaf1	chr_1	209000000	210000000	1,1
leaf2	chr_1	209000000	210000000	1,1
leaf3	chr_1	209000000	210000000	1,1
leaf4	chr_1	209000000	210000000	1,1
leaf5	chr_1	209000000	210000000	1,1
leaf6	chr_1	209000000	210000000	1,1
leaf7	chr_1	209000000	210000000	1,1
leaf8	chr_1	209000000	210000000	1,1
leaf9	chr_1	209000000	210000000	1,1
leaf10	chr_1	209000000	210000000	1,1
leaf1	chr_1	210000000	211000000	1,1
leaf2	chr_1	210000000	211000000	1,1
leaf3	chr_1	210000000	211000000	1,1
leaf4	chr_1	210000000	211000000	1,1
leaf5	chr_1	210000000	211000000	1,1
leaf6	chr_1	210000000	211000000	1,1
leaf7	chr_1	210000000	211000000	1,1
leaf8	chr_1	210000000	211000000	1,1
leaf9	chr_1	210000000	211000000	1,1
leaf10	chr_1	210000000	211000000	1,1
leaf1	chr_1	211000000	212000000	1,1
leaf2	chr_1	211000000	212000000	1,1
leaf3	chr_1	211000000	212000000	1,1
leaf4	chr_1	211000000	212000000	1,1
leaf5	chr_1	211000000	212000000	1,1
leaf6	chr_1	211000000	212000000	1,1
leaf7	chr_1	211000000	212000000	1,1
leaf8	chr_1	211000000	212000000	1,1
leaf9	chr_1	211000000	212000000	1,1
leaf10	chr_1	211000000	212000000	1,1
leaf1	chr_1	212000000	213000000	1,1
leaf2	chr_1	212000000	213000000	1,1
leaf3	chr_1	212000000	213000000	1,1
leaf4	chr_1	212000000	213000000	1,1
leaf5	chr_1	212000000	213000000	1,1
leaf6	chr_1	212000000	213000000	1,1
leaf7	chr_1	212000000	213000000	1,1
leaf8	chr_1	212000000	213000000	1,1
leaf9	chr_1	212000000	213000000	1,1
leaf10	chr_1	212000000	213000000	1,1
leaf1	chr_1	213000000	214000000	1,1
leaf2	chr_1	213000000	214000000	1,1
leaf3	chr_1	213000000	214000000	1,1
leaf4	chr_1	213000000	214000000	1,1
leaf5	chr_1	213000000	214000000	1,1
leaf6	chr_1	213000000	214000000	1,1
leaf7	chr_1	213000000	214000000	1,1
leaf8	chr_1	213000000	214000000	1,1
leaf9	chr_1	213000000	214000000	1,1
leaf10	chr_1	213000000	214000000	1,1
leaf1	chr_1	214000000	215000000	1,1
leaf2	chr_1	214000000	215000000	1,1
leaf3	chr_1	214000000	215000000	1,1
leaf4	chr_1	214000000	215000000	1,1
leaf5	chr_1	214000000	215000000	1,1
leaf6	chr_1	214000000	215000000	1,1
leaf7	chr_1	214000000	215000000	1,1
leaf8	chr_1	214000000	215000000	1,1
leaf9	chr_1	214000000	215000000	1,1
leaf10	chr_1	214000000	215000000	1,1
leaf1	chr_1	215000000	216000000	1,1
leaf2	chr_1	215000000	216000000	1,1
leaf3	chr_1	215000000	216000000	1,1
leaf4	chr_1	215000000	216000000	1,1
leaf5	chr_1	215000000	216000000	1,1
leaf6	chr_1	215000000	216000000	1,1
leaf7	chr_1	215000000	216000000	1,1
leaf8	chr_1	215000000	216000000	1,1
leaf9	chr_1	215000000	216000000	1,1
leaf10	chr_1	215000000	216000000	1,1
leaf1	chr_1	216000000	217000000	1,1
leaf2	chr_1	216000000	217000000	1,1
leaf3	chr_1	216000000	217000000	1,1
leaf4	chr_1	216000000	217000000	1,1
leaf5	chr_1	216000000	217000000	1,1
leaf6	chr_1	216000000	217000000	1,1
leaf7	chr_1	216000000	217000000	1,1
leaf8	chr_1	216000000	217000000	1,1
leaf9	chr_1	216000000	217000000	1,1
leaf10	chr_1	216000000	217000000	1,1
leaf1	chr_1	217000000	218000000	1,1
leaf2	chr_1	217000000	218000000	1,1
leaf3	chr_1	217000000	218000000	1,1
leaf4	chr_1	217000000	218000000	1,1
leaf5	chr_1	217000000	218000000	1,1
leaf6	chr_1	217000000	218000000	1,1
leaf7	chr_1	217000000	218000000	1,1
leaf8	chr_1	217000000	218000000	1,1
leaf9	chr_1	217000000	218000000	1,1
leaf10	chr_1	217000000	218000000	1,1
leaf1	chr_1	218000000	219000000	1,1
leaf2	chr_1	218000000	219000000	1,1
leaf3	chr_1	218000000	219000000	1,1
leaf4	chr_1	218000000	219000000	1,1
leaf5	chr_1	218000000	219000000	1,1
leaf6	chr_1	218000000	219000000	1,1
leaf7	chr_1	218000000	219000000	1,1
leaf8	chr_1	218000000	219000000	1,1
leaf9	chr_1	218000000	219000000	1,1
leaf10	chr_1	218000000	219000000	1,1
leaf1	chr_1	219000000	220000000	1,1
leaf2	chr_1	219000000	220000000	1,1
leaf3	chr_1	219000000	220000000	1,1
leaf4	chr_1	219000000	220000000	1,1
leaf5	chr_1	219000000	220000000	1,1
leaf6	chr_1	219000000	220000000	1,1
leaf7	chr_1	219000000	220000000	1,1
leaf8	chr_1	219000000	220000000	1,1
leaf9	chr_1	219000000	220000000	1,1
leaf10	chr_1	219000000	220000000	1,1
leaf1	chr_1	220000000	221000000	1,1
leaf2	chr_1	220000000	221000000	1,1
leaf3	chr_1	220000000	221000000	1,1
leaf4	chr_1	220000000	221000000	1,1
leaf5	chr_1	220000000	221000000	1,1
leaf6	chr_1	220000000	221000000	1,1
leaf7	chr_1	220000000	221000000	1,1
leaf8	chr_1	220000000	221000000	1,1
leaf9	chr_1	220000000	221000000	1,1
leaf10	chr_1	220000000	221000000	1,1
leaf1	chr_1	221000000	222000000	1,1
leaf2	chr_1	221000000	222000000	1,1
leaf3	chr_1	221000000	222000000	1,1
leaf4	chr_1	221000000	222000000	1,1
leaf5	chr_1	221000000	222000000	1,1
leaf6	chr_1	221000000	222000000	1,1
leaf7	chr_1	221000000	222000000	1,1
leaf8	chr_1	221000000	222000000	1,1
leaf9	chr_1	221000000	222000000	1,1
leaf10	chr_1	221000000	222000000	1,1
leaf1	chr_1	222000000	223000000	1,1
leaf2	chr_1	222000000	223000000	1,1
leaf3	chr_1	222000000	223000000	1,1
leaf4	chr_1	222000000	223000000	1,1
leaf5	chr_1	222000000	223000000	1,1
leaf6	chr_1	222000000	223000000	1,1
leaf7	chr_1	222000000	223000000	1,1
leaf8	chr_1	222000000	223000000	1,1
leaf9	chr_1	222000000	223000000	1,1
leaf10	chr_1	222000000	223000000	1,1
leaf1	chr_1	223000000	224000000	1,1
leaf2	chr_1	223000000	224000000	1,1
leaf3	chr_1	223000000	224000000	1,1
leaf4	chr_1	223000000	224000000	1,1
leaf5	chr_1	223000000	224000000	1,1
leaf6	chr_1	223000000	224000000	1,1
leaf7	chr_1	223000000	224000000	1,1
leaf8	chr_1	223000000	224000000	1,1
leaf9	chr_1	223000000	224000000	1,1
leaf10	chr_1	223000000	224000000	1,1
leaf1	chr_1	224000000	225000000	1,1
leaf2	chr_1	224000000	225000000	1,1
leaf3	chr_1	224000000	225000000	1,1
leaf4	chr_1	224000000	225000000	1,1
leaf5	chr_1	224000000	225000000	1,1
leaf6	chr_1	224000000	225000000	1,1
leaf7	chr_1	224000000	225000000	1,1
leaf8	chr_1	224000000	225000000	1,1
leaf9	chr_1	224000000	225000000	1,1
leaf10	chr_1	224000000	225000000	1,1
leaf1	chr_1	225000000	226000000	1,1
leaf2	chr_1	225000000	226000000	1,1
leaf3	chr_1	225000000	226000000	1,1
leaf4	chr_1	225000000	226000000	1,1
leaf5	chr_1	225000000	226000000	1,1
leaf6	chr_1	225000000	226000000	1,1
leaf7	chr_1	225000000	226000000	1,1
leaf8	chr_1	225000000	226000000	1,1
leaf9	chr_1	225000000	226000000	1,1
leaf10	chr_1	225000000	226000000	1,1
leaf1	chr_1	226000000	227000000	1,1
leaf2	chr_1	226000000	227000000	1,1
leaf3	chr_1	226000000	227000000	1,1
leaf4	chr_1	226000000	227000000	1,1
leaf5	chr_1	226000000	227000000	1,1
leaf6	chr_1	226000000	227000000	1,1
leaf7	chr_1	226000000	227000000	1,1
leaf8	chr_1	226000000	227000000	1,1
leaf9	chr_1	226000000	227000000	1,1
leaf10	chr_1	226000000	227000000	1,1
leaf1	chr_1	227000000	228000000	1,1
leaf2	chr_1	227000000	228000000	1,1
leaf3	chr_1	227000000	228000000	1,1
leaf4	chr_1	227000000	228000000	1,1
leaf5	chr_1	227000000	228000000	1,1
leaf6	chr_1	227000000	228000000	1,1
leaf7	chr_1	227000000	228000000	1,1
leaf8	chr_1	227000000	228000000	1,1
leaf9	chr_1	227000000	228000000	1,1
leaf10	chr_1	227000000	228000000	1,1
leaf1	chr_1	228000000	229000000	1,1
leaf2	chr_1	228000000	229000000	1,1
leaf3	chr_1	228000000	229000000	1,1
leaf4	chr_1	228000000	229000000	1,1
leaf5	chr_1	228000000	229000000	1,1
leaf6	chr_1	228000000	229000000	1,1
leaf7	chr_1	228000000	229000000	1,1
leaf8	chr_1	228000000	229000000	1,1
leaf9	chr_1	228000000	229000000	1,1
leaf10	chr_1	228000000	229000000	1,1
leaf1	chr_1	229000000	230000000	1,1
leaf2	chr_1	229000000	230000000	1,1
leaf3	chr_1	229000000	230000000	1,1
leaf4	chr_1	229000000	230000000	1,1
leaf5	chr_1	229000000	230000000	1,1
leaf6	chr_1	229000000	230000000	1,1
leaf7	chr_1	229000000	230000000	1,1
leaf8	chr_1	229000000	230000000	1,1
leaf9	chr_1	229000000	230000000	1,1
leaf10	chr_1	229000000	230000000	1,1
leaf1	chr_1	230000000	231000000	1,1
leaf2	chr_1	230000000	231000000	1,1
leaf3	chr_1	230000000	231000000	1,1
leaf4	chr_1	230000000	231000000	1,1
leaf5	chr_1	230000000	231000000	1,1
leaf6	chr_1	230000000	231000000	1,1
leaf7	chr_1	230000000	231000000	1,1
leaf8	chr_1	230000000	231000000	1,1
leaf9	chr_1	230000000	231000000	1,1
leaf10	chr_1	230000000	231000000	1,1
leaf1	chr_1	231000000	232000000	1,1
leaf2	chr_1	231000000	232000000	1,1
leaf3	chr_1	231000000	232000000	1,1
leaf4	chr_1	231000000	232000000	1,1
leaf5	chr_1	231000000	232000000	1,1
leaf6	chr_1	231000000	232000000	1,1
leaf7	chr_1	231000000	232000000	1,1
leaf8	chr_1	231000000	232000000	1,1
leaf9	chr_1	231000000	232000000	1,1
leaf10	chr_1	231000000	232000000	1,1
leaf1	chr_1	232000000	233000000	1,1
leaf2	chr_1	232000000	233000000	1,1
leaf3	chr_1	232000000	233000000	1,1
leaf4	chr_1	232000000	233000000	1,1
leaf5	chr_1	232000000	233000000	1,1
leaf6	chr_1	232000000	233000000	1,1
leaf7	chr_1	232000000	233000000	1,1
leaf8	chr_1	232000000	233000000	1,1
leaf9	chr_1	232000000	233000000	1,1
leaf10	chr_1	232000000	233000000	1,1
leaf1	chr_1	233000000	234000000	1,1
leaf2	chr_1	233000000	234000000	1,1
leaf3	chr_1	233000000	234000000	1,1
leaf4	chr_1	233000000	234000000	1,1
leaf5	chr_1	233000000	234000000	1,1
leaf6	chr_1	233000000	234000000	1,1
leaf7	chr_1	233000000	234000000	1,1
leaf8	chr_1	233000000	234000000	1,1
leaf9	chr_1	233000000	234000000	1,1
leaf10	chr_1	233000000	234000000	1,1
leaf1	chr_1	234000000	235000000	1,1
leaf2	chr_1	234000000	235000000	1,1
leaf3	chr_1	234000000	235000000	1,1
leaf4	chr_1	234000000	235000000	1,1
leaf5	chr_1	234000000	235000000	1,1
leaf6	chr_1	234000000	235000000	1,1
leaf7	chr_1	234000000	235000000	1,1
leaf8	chr_1	234000000	235000000	1,1
leaf9	chr_1	234000000	235000000	1,1
leaf10	chr_1	234000000	235000000	1,1
leaf1	chr_1	235000000	236000000	1,1
leaf2	chr_1	235000000	236000000	1,1
leaf3	chr_1	235000000	236000000	1,1
leaf4	chr_1	235000000	236000000	1,1
leaf5	chr_1	235000000	236000000	1,1
leaf6	chr_1	235000000	236000000	1,1
leaf7	chr_1	235000000	236000000	1,1
leaf8	chr_1	235000000	236000000	1,1
leaf9	chr_1	235000000	236000000	1,1
leaf10	chr_1	235000000	236000000	1,1
leaf1	chr_1	236000000	237000000	1,1
leaf2	chr_1	236000000	237000000	1,1
leaf3	chr_1	236000000	237000000	1,1
leaf4	chr_1	236000000	237000000	1,1
leaf5	chr_1	236000000	237000000	1,1
leaf6	chr_1	236000000	237000000	1,1
leaf7	chr_1	236000000	237000000	1,1
leaf8	chr_1	236000000	237000000	1,1
leaf9	chr_1	236000000	237000000	1,1
leaf10	chr_1	236000000	237000000	1,1
leaf1	chr_1	237000000	238000000	1,1
